,gender,familyname,givenname,picture,email,occupation,birth_date,birth_country,company,street,city,zip,region,region_abbr,country,phone_code,phone,picture_url,picture_thumb,description,picture_url_local,picture_thumb_local,birth_continent,continent
<Serghei_Donico-Iordăchescu>,m,Donico-Iordăchescu,Serghei,Serghei Donico-Iordăchescu (1889-1932).jpg,serghei.donicoiordachescu@zonnet.nl,farm hand,2013-09-29,Moldova,Telekom Malaysia,321 N. Country Club Dr.,Scottsdale,85256,Arizona,AZ,United States,1,6815877389,https://upload.wikimedia.org/wikipedia/commons/6/6d/Serghei_Donico-Iord%C4%83chescu_%281889-1932%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Serghei_Donico-Iord%C4%83chescu_%281889-1932%29.jpg/250px-Serghei_Donico-Iord%C4%83chescu_%281889-1932%29.jpg,Serghei Donico-Iordăchescu was a Bessarabian politician.,00599.jpg,00602.jpg,Europe,North America
<William_Kronick>,m,Kronick,William,William Kronick.jpg,williamkronick74@voila.fr,actress,2014-01-02,United States,Synchrony Financial,201 N. Country Club Dr.,Mesa,85201,Arizona,AZ,United States,1,7882135494,https://upload.wikimedia.org/wikipedia/commons/a/aa/William_Kronick.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/William_Kronick.jpg/250px-William_Kronick.jpg,"William Kronick (born 1934) is an American film and television writer, director and producer.  He worked in the film industry from 1960 to 2000, when he segued into writing novels.",00600.jpg,00603.jpg,North America,North America
<Alan_Kitching>,m,Kitching,Alan,Alan_Kitching_Czech_Rep_2008.jpg,palula@windstream.net,manufacturer,1998-02-22,United Kingdom,Bayer,52 W. Erie Street,Chandler,85224,Arizona,AZ,United States,1,3241981793,https://upload.wikimedia.org/wikipedia/commons/7/73/Alan_Kitching_Czech_Rep_2008.jpg,https://upload.wikimedia.org/wikipedia/commons/7/73/Alan_Kitching_Czech_Rep_2008.jpg,"Alan Thomas Kitching is a British graphic designer, animator, architect and software developer, who is perhaps best known for his pioneering work in computer animation, creating the Antics 2-D Animation software in 1972.",00601.jpg,00604.jpg,Europe,North America
<Lubomír_Petruš>,m,Petruš,Lubomír,"Tongeren - Ronde van Limburg, 15 juni 2014 (B040).JPG",l.petrus@sbcglobal.net,investor,1958-11-30,Czech Republic,Mercedes-Benz,15 South 18th Street,Lafayette,47905,Indiana,IN,United States,1,1621783313,https://upload.wikimedia.org/wikipedia/commons/8/86/Tongeren_-_Ronde_van_Limburg%2C_15_juni_2014_%28B040%29.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Tongeren_-_Ronde_van_Limburg%2C_15_juni_2014_%28B040%29.JPG/250px-Tongeren_-_Ronde_van_Limburg%2C_15_juni_2014_%28B040%29.JPG,Lubomir Petrus (born (1990-07-17)17 July 1990) is a Czech male  cyclo-cross cyclist. He represented his nation in the men's elite event at the 2016 UCI Cyclo-cross World Championships  in Heusden-Zolder.,00602.jpg,00605.jpg,Europe,North America
<George_Washington_Carroll>,m,Carroll,George,George Washington Carroll.jpg,george-carroll@gmail.com,scientist,1968-06-24,United States,SunTrust Banks,368 Bulls Bridge Road,South Kent,06785,Connecticut,CT,United States,1,8768595219,https://upload.wikimedia.org/wikipedia/commons/b/b3/George_Washington_Carroll.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/George_Washington_Carroll.jpg/250px-George_Washington_Carroll.jpg,"George Washington Carroll (April 11, 1855 – December 14, 1935) was an American politician and businessman. During the 1904 presidential election he was given the vice presidential nomination of the Prohibition Party and ran alongside Silas C. Swallow.",00603.jpg,00606.jpg,North America,North America
<Janos_Quittner>,m,Quittner,Janos,Janos Quittner.jpg,quittner@gmail.com,illustrator,2011-05-24,Slovakia,Clariant,369 avenue de Lamballe,Paris,75001,Île-de-France,,France,33,589274188,https://upload.wikimedia.org/wikipedia/commons/4/4b/Janos_Quittner.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Janos_Quittner.jpg/250px-Janos_Quittner.jpg,"Quittner János (Slovak: Ján Quittner) (hungary pronunciation: [Kwittna Jánosh]; slovak pronunciation: [Ján Kwittna]) (born September 27, 1941) is a Slovak dancer, choreographer and director. Born in Pozsony–Vereknye (part of the current Bratislava, Slovakia), as the fourth child of a family living in this city for centuries.",00604.jpg,00607.jpg,Europe,Europe
<Sagar_Kashyap>,m,Kashyap,Sagar,Sagar Kashyap.JPG,kashyap@aol.com,electrical engineer,1952-06-23,India,Mang Inasal,402 S. 67th Ave.,Phoenix,85043,Arizona,AZ,United States,1,6268499188,https://upload.wikimedia.org/wikipedia/commons/8/83/Sagar_Kashyap.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Sagar_Kashyap.JPG/250px-Sagar_Kashyap.JPG,"Sagar Kashyap is a former under-18 tennis player from Mysore, Karnataka, India, and the youngest Indian to officiate at the Wimbledon Championship.",00605.jpg,00608.jpg,Asia,North America
<Marcus_Hurley>,m,Hurley,Marcus,Marcus Hurley during 1904 Summer Olympics.JPG,m.hurley90@arcor.de,civil rights activist,2000-10-24,United States,Progressive Enterprises,278 E. Ramsey Road,Hereford,85615,Arizona,AZ,United States,1,5552651914,https://upload.wikimedia.org/wikipedia/commons/3/39/Marcus_Hurley_during_1904_Summer_Olympics.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/Marcus_Hurley_during_1904_Summer_Olympics.JPG/250px-Marcus_Hurley_during_1904_Summer_Olympics.JPG,"Marcus Latimer Hurley (December 22, 1883 – March 28, 1941) was an American cyclist who competed in the early twentieth century. He specialized in sprint cycling and won 4 gold medals in Cycling at the 1904 Summer Olympics and a bronze medal in the 2 mile race.",00606.jpg,00609.jpg,North America,North America
<Gabriel_Hart>,m,Hart,Gabriel,Gabriel Hart.jpg,gabriel.hart@qq.com,botanist,1939-04-18,United States,Nuffield Health,417 E. Jasper Drive,Gilbert,85296,Arizona,AZ,United States,1,9988745137,https://upload.wikimedia.org/wikipedia/commons/6/63/Gabriel_Hart.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Gabriel_Hart.jpg/250px-Gabriel_Hart.jpg,"Gabriel E. Hart (born February 14, 1978) is a Motion Picture, music video director and commercial director.",00607.jpg,00610.jpg,North America,North America
<Egor_Kuroptev>,m,Kuroptev,Egor,Egor Kuroptev.jpg,e-kuroptev@hetnet.nl,lecturer,2007-06-09,Russia,Dell EMC,145 Boulevard de Courcelles,Paris,75001,Île-de-France,,France,33,547292425,https://upload.wikimedia.org/wikipedia/commons/c/cb/Egor_Kuroptev.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Egor_Kuroptev.jpg/250px-Egor_Kuroptev.jpg,"Egor Kuroptev (Russian: Егор Куроптев, Georgian: ეგორ კუროპტევი) is a Russian and Georgian political expert and media manager.
Kuroptev currently holds the position of the director of the ""Free Russia Foundation"" in South Caucasus. He also produces several well-known media projects such as ""Пограничная ZONA"" (""Border Zone""). From September, 2019 Kuroptev represents distribution of the German Public broadcaster ""Deutsche Welle"" in South Caucasus.",00608.jpg,00611.jpg,Asia,Europe
<Stephen_Alathara>,m,Alathara,Stephen,Conference of Catholic Bishops of India Logo.jpg,s.alathara0919@gmx.net,flight attendant,2009-09-11,India,Rhodia,382 West Whyman Avenue,Avondale,85323,Arizona,AZ,United States,1,2931448836,https://upload.wikimedia.org/wikipedia/en/6/64/Conference_of_Catholic_Bishops_of_India_Logo.jpg,https://upload.wikimedia.org/wikipedia/en/6/64/Conference_of_Catholic_Bishops_of_India_Logo.jpg,"Stephen Alathara (born 1 May 1970) is the deputy secretary general of the Conference of Catholic Bishops of India (CCBI) and the director of CCBI Centre. He started as the deputy secretary general of the conference on 10 June 2014. He is the first priest from Kerala to serve as the deputy secretary general of the national episcopal conference. The Conference of Catholic Bishops of India is the largest canonical national episcopal conference in Asia and the fourth largest in the world. There are 132 dioceses and 182 bishops under the conference.He is a priest from the Archdiocese of Verapoly, Kerala and a prolific author, columnist, educationist, theologian and visiting professor in various ecclesiastical universities. He is well known for his lectures and workshops. He is the author of twelve books as well as hundreds of articles. His book Introduction to Catechetics is the textbook for Catechetics in many major seminaries in India and abroad.",00609.jpg,00612.jpg,Asia,North America
<Nick_Webster>,m,Webster,Nick,Nick-headshot.jpg,fesuli@ymail.com,fiction writer,2000-08-27,United States,HSBC Finance,107 rue Victor-Hugo,Bourgoin-Jallieu,38300,Auvergne-Rhône-Alpes,,France,33,895433227,https://upload.wikimedia.org/wikipedia/commons/1/1e/Nick-headshot.jpg,https://upload.wikimedia.org/wikipedia/commons/1/1e/Nick-headshot.jpg,"Nick Webster (born October 7, 1964) is the Vice President of Adult Soccer for Cal South, a former soccer personality, and acclaimed coach. He was formerly an announcer, senior producer, director, and chief writer for Fox Soccer Channel and foxsoccer.com. He was also the color commentator for KDOC-TV and their Chivas USA broadcasts and the play-by-play announcer for the Orange County Blues. In May 2012 he became the Director of Content and Development for football.com and held that position for two years. Webster now runs his own consulting business advising coaches, players and talent in the TV and soccer industry. He currently has a video series featuring different aspects of soccer on the livestrong network, and in 2016 published his first book, 'Re-Booting Youth Soccer 2.0' which has become required reading for new coaches and parents. His Facebook group, the Soccer Coaches Mastermind currently boasts over 3,500 coaches and is one of the most popular soccer coaching pages on the Facebook network. Webster holds a Bachelor of Science from CSUDH and a Master's Degree in Organizational Leadership and Development from Concordia University Irvine.",00610.jpg,00613.jpg,North America,Europe
<Franz_Tscherne>,m,Tscherne,Franz,Franz_Tscherne.jpg,tscherne00@centurytel.net,computer engineer,2005-06-20,Austria,National Oilwell Varco,233 rue de La Baume,Paris,75001,Île-de-France,,France,33,835658388,https://upload.wikimedia.org/wikipedia/commons/c/c9/Franz_Tscherne.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c9/Franz_Tscherne.jpg,"Franz Tscherne (born December 3, 1964 in Graz) is an Austrian actor and film director.
He has been on the stage of major and renowned theaters in Switzerland, Germany and Austria such as Zurich, Basel, Düsseldorf, Stuttgart, Frankfurt, Berlin, Munich and Vienna since the age of 19, playing many important parts of his genre from Shakespeare, Goethe, Molière and Goldoni to Horvath and Schnitzler under directors as famous as August Everding, Hans Hollmann, Hellmuth Matiasek, Rudolf Noelte, Robert Lepage and Leander Haußmann.
Apart from his stage performances, Franz Tscherne has worked in numerous film and TV productions, including Radetzky March by Axel Corti, Inspector Rex and since recently he has devoted himself also increasingly to musical theater playing, inter alia, the part of Perchik in the musical Fiddler on the Roof directed by Stefan Soltesz at the Aalto Theatre in Essen. With the Munich Philharmonic he was the narrator in the concert performance of Lortzing’s opera Tsar and Carpenter conducted by Leopold Hager and under maestro Marcello Viotti he recited Dante in Wolf Ferrari’s La vita nuova. For the Bavarian Broadcasting Corporation he was the speaker in Honegger’s The Dance of the Dead under the musical direction of Ulf Schirmer. Under the same conductor he was assigned the role of Rilke’s Cornet as set to music by Viktor Ullmann at Munich’s Prinzregententheater in December 2007.
Tscherne gave his debut on the opera stage in 2003 in Venice in a new production of Ariadne auf Naxos by the Teatro la Fenice. Under the musical direction of maestro Viotti, he played with great success the major domo at Teatro Malibran. He will play this role also in February 2009 at the Teatro Carlo Felice.
His most recent parts included the role of Orpheus in the melodrama Orfey i Evridike by J.I. Fomin directed by Klaus Peter Kehr at the Wuppertal Opera and the role of Niklas in Heinrich Marschner’s opera Hans Heilig at the Opera National du Rhin in Strasbourg.",00611.jpg,00614.jpg,Europe,Europe
<Joshua_Sason>,m,Sason,Joshua,JoshuaBio.jpg,sason@orange.fr,writer,2012-08-09,United States,Alfa-Beta Vassilopoulos,295 avenue Raymond-Poincaré,Paris,75001,Île-de-France,,France,33,417565726,https://upload.wikimedia.org/wikipedia/commons/1/10/JoshuaBio.jpg,https://upload.wikimedia.org/wikipedia/commons/1/10/JoshuaBio.jpg,"Joshua Sason is an American entrepreneur, investor, and entertainment producer. He is the founder and Chief Executive Officer of Magna, a global investment firm based in New York City.",00612.jpg,00615.jpg,North America,Europe
<Amy_Davis>,f,Davis,Amy,AMYDAVIS.jpg,a-davis6179@gmail.com,accountant,1961-09-07,United States,VDL Groep,22 Parkmoor Avenue,San Jose,95126,California,CA,United States,1,9633957815,https://upload.wikimedia.org/wikipedia/commons/9/91/AMYDAVIS.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/AMYDAVIS.jpg/250px-AMYDAVIS.jpg,"Amy Davis is a fashion illustrator, actress, filmmaker, and musician. Her father is multi-talented musician Mel Davis. Her illustrations have been in shows all over the world as well as in magazines and books. She is married to filmmaker Jon Moritsugu, and helps run his DIY production company, Apathy Productions. In spring of 2011, Jon Moritsugu directed with wife and creative partner, Amy Davis, a music video for the song No Future Shock by Brooklyn rock group TV on the Radio. Rani Molla. ""Santa Fe filmmakers Jon Moritsugu and Amy Davis veer (very slightly) from their underground experimental base with a music video released today for popular Brooklyn experimental (see!) band TV on the Radio. The video is one in a movie-length series of music videos for the band's new album Nine Types of Light. All the videos were also released as part of a one-hour long movie on the same date.",00613.jpg,00616.jpg,North America,North America
<Moran_Sarkar>,f,Sarkar,Moran,"Queen_of_Maharaja_Ranjit_Singh,_'Moran_Sarkar'.jpg",moransarkar5504@gmail.com,ballet dancer,2001-08-15,India,Nidec,245 Perryville Road,Perryville,21903,Maryland,MD,United States,1,9587789484,https://upload.wikimedia.org/wikipedia/commons/8/84/Queen_of_Maharaja_Ranjit_Singh%2C_%27Moran_Sarkar%27.jpg,https://upload.wikimedia.org/wikipedia/commons/8/84/Queen_of_Maharaja_Ranjit_Singh%2C_%27Moran_Sarkar%27.jpg,Moran Sarkar (Punjabi: موراں سرکار) was a Punjabi Queen who married Maharaja Ranjit Singh of Punjab in 1802. She was a nautch girl before she became a queen. Maharaja was tied to slings by Akali Phula Singh for marrying with her.,00614.jpg,00617.jpg,Asia,North America
